prompt,model_answer,is_hallucination,correct_answer,comment,hallucination_probability,prediction
Кто описал вид птиц Calyptophilus tertius в 1929 году?,Вид птиц Calyptophilus tertius был описан в 1929 году американским орнитологом Джеймсом Чепменом.,True,Александр Уэтмор,,0.7422201852050799,1
В каком году начались съёмки фильма «Стоп-Земля»?,Съёмки фильма «Стоп-Земля» начались в 1986 году.,True,2019,,0.8171941586222394,1
Кто возглавил коалицию баронов против фаворитов короля Эдуарда II в 1321 году?,В 1321 году коалиция баронов против фаворитов короля Эдуарда II возглавлялась графом Томасом Ланкастером.,False,Томас Ланкастер,,0.5476190600444871,1
В каком году подводный аппарат Star III был использован для поиска остатков водородных бомб в рамках операции «Крестед Айс» после авиакатастрофы над базой Туле?,Подводный аппарат Star III был использован для поиска остатков водородных bombs в рамках операции «Крестед Айс» в 1968 году после авиакатастрофы над базой Туле.,False,1968,,0.18565575288553784,0
"Какую картину Ингмара Бергмана, снятую в 1957 году, цитирует эпизод в фильме «Кавказская пленница, или Новые приключения Шурика», где Шурик, пытаясь найти Нину, обнаруживает в спальном мешке своего двойника?",Эпизод с двойником Шурика в спальном мешке из фильма «Кавказская пленница» отсылает к картине Ингмара Бергмана «Седьмая печать».,True,Земляничная поляна,,0.946129621495721,1
Какой актёр исполнил последнюю роль в своей карьере в фильме «Месяц в деревне»?,Последнюю роль в своей карьере в фильме «Месяц в деревне» исполнил британский актёр Алан Бейтс.,True,Дэвид Гарт,,0.8424529251491885,1
В каком городе Таджикистана шугнанский язык играет роль второстепенного лингва франка?,Шугнанский язык в Таджикистане играет роль второстепенного лингва франка в городе **Хорог**.,False,Хорог,,0.17632959021568792,0
Когда Темнохвостый лавровый голубь переселился на Канарские острова?,"Темнохвостый лавровый голубь (лат. Columba junoniae) — это вид птиц семейства голубиных, который в настоящее время считается вымершим. Он был эндемиком для островов Гран-Канария и Тенерифе в архипелаге Канарских островов. Последний раз этот вид наблюдали в 1970-х годах, а официально он был признан вымершим в 2007 году.",True,около 5 млн лет назад,,0.7754669374699578,1
Какие три основных цвета определяют цветовую гамму картины Исаака Левитана «Март»?,"Цветовая гамма картины Исаака Левитана «Март» определяется тремя основными цветами: зеленым, синим и желтым.",False,"жёлтый, голубой и зелёный",,0.31013157161716126,0
Какой тип сил измеряют стабилометрические (однокомпонентные) платформы в отличие от многокомпонентных?,"## Типы сил, измеряемых стабилометрическими платформами

Стабилометрические платформы — это устройства для оценки устойчивости тела человека и анализа его постуральных реакций. В зависимости от количества компонентов, которые они способны измерять, различают однокомпонентные и многокомпонентные платформы.

### Однокомпонентные стабилометрические платформы

**Однокомпонентные платформы** предназначены для измерения только одной составляющей силы — **вертикальной составляющей**. Они регистрируют силу реакции опоры по оси Z (перпендикулярно поверхности платформы). Такие платформы позволяют оценить вертикальную устойчивость тела, но не дают информации о других направлениях движения или силах.

---

### Многокомпонентные стабилометрические платформы

**Многокомпонентные платформы**, напротив, способны измерять несколько составляющих силы одновременно. Обычно они регистрируют три компонента:

1. **Вертикальная составляющая (Z)** — как у однокомпонентных платформ.
2. **Горизонтальная составляющая X** — сила вдоль горизонтальной оси.
3. **Горизонтальная составляющая Y** — сила вдоль другой горизонтальной оси.

Таким образом, многокомпонентные платформы предоставляют более полную картину о распределении сил и движении центра давления,",False,Только вертикально направленной силы,,0.23826462959204378,0
"В каком году произошло официальное заявление о распаде группы The Beatles после того, как Пол Маккартни объявил об уходе?","Официальное заявление о распаде группы The Beatles было сделано в 1970 году. Это произошло после того, как Пол Маккартни объявил о своем уходе из группы в апреле 1970 года.",False,1970,,0.13422842722058864,0
"С каким произведением Томаса Элиота, по мнению исследователей, близка пустыня мёртвых в романе Урсулы Ле Гуин «На последнем берегу»?",Пустыня мёртвых в романе Урсулы Ле Гуин «На последнем берегу» сравнивается исследователями с пустыней из поэмы Томаса Стернза Элиота «Бесплодная земля».,False,«Бесплодная земля» и «Полые люди»,,0.5731556194005368,1
"Кто является режиссёром фильма «Хаббл IMAX 3D», вышедшего в 2010 году?",Режиссёром фильма «Хаббл IMAX 3D» является Тони Майерс.,False,Тони Майерс,,0.14132257069742246,0
Кто был исполнительным продюсером альбома The Eminem Show?,"Исполнительным продюсером альбома ""The Eminem Show"" стал Dr. Dre.",False,Dr. Dre,,0.03760003256170865,0
Какой тип планировки деревни в Ингерманландии воспринимался топографами как группа хуторов?,"В Ингерманландии тип планировки деревни, который воспринимался топографами как группа хуторов, называется **«хуторская»** или **«деревня-хутор»**.",True,Реликтовая планировка,,0.739405438262652,1
В каком году был установлен Кагульский обелиск в Екатерининском парке?,Кагульский обелиск в Екатерининском парке был установлен в 1837 году.,True,в декабре 1771 года,,0.6230945649585096,1
Кто был отцом художника Джона Уильяма Годварда?,"Джон Уильям Годвард (1861–1922) — английский художник-прерафаэлит, известный своими изображениями классических античных и мифологических сцен. Его отец, Джон Годвард, был архитектором и художником.",True,Джон Годвард,"Отец художника, Джон Годвард старший, был клерком в инвестиционной и страховой компании, а не архитектором и художником",0.07731639466213515,0
В каком районе Владимирской области были обнаружены обломки самолёта МиГ-15УТИ с Юрием Гагариным и Владимиром Серёгиным 27 марта 1968 года?,Обломки самолёта МиГ-15УТИ с Юрием Гагариным и Владимиром Серёгиным были обнаружены в районе деревни Новоселово Киржачского района Владимирской области.,False,район деревни Новосёлово,,0.5259889116516256,1
Сколько раз Нона Гаприндашвили побеждала на международном женском турнире в Белграде в период с 1966 по 1978 год?,Нона Гаприндашвили выигрывала международный женский турнир в Белграде четыре раза в период с 1966 по 1978 год.,True,шесть раз,,0.8100116556729859,1
"В каком году в журнале Philosophical Transactions of the Royal Society B был опубликован доклад о черепе мегаладаписа, описанный зоологом Ч. И. Форсайтом Мейджором?","Череп мегаладаписа, описанный зоологом Ч. И. Форсайтом Мейджором, был опубликован в журнале Philosophical Transactions of the Royal Society B в 1837 году.",True,1894,,0.7174476040623995,1
Какую театральную премию получила Фрэнсис Макдорманд в 2011 году за главную роль в пьесе «Хорошие люди»?,В 2011 году Фрэнсис Макдорманд получила премию «Тони» за лучшую женскую роль в главной роли в пьесе «Хорошие люди».,False,«Тони»,,0.05588558248837541,0
"Какую награду журнал Sporting News присудил Шерману Уайту 19 февраля 1951 года, за день до его ареста?",Шерман Уайт был признан «Спортсменом года» по версии журнала Sporting News 19 февраля 1951 года.,True,Лучший игрок года,"Sporting News присудил Шерману Уайту звание Player of the Year, а не «Спортсмен года»",0.734395645310211,1
"Кто сыграл мужчину, разрезающего глаз женщине в первом эпизоде фильма «Андалузский пёс» Луиса Бунюэля?","В первом эпизоде фильма «Андалузский пёс» Луиса Бунюэля мужчина, разрезающий глаз женщины бритвой, был сыгран испанским актёром Сальвадором Дали.",True,Бунюэль,,0.8334316368086265,1
Когда город Усть-Сысольск был переименован в Сыктывкар?,Город Усть-Сысольск был переименован в Сыктывкар 2 декабря 1930 года.,True,26 марта 1930 года,,0.655925040156802,1
В каком году Рэй Долби вернулся к разработке преемника системы Dolby A?,Рэй Долби вернулся к разработке преемника системы Dolby A в 1965 году.,True,1980,,0.8159359857665675,1
Кто из участников Первого съезда советских писателей стал автором выражения «инженеры человеческих душ»?,Выражение «инженеры человеческих душ» стало широко известным благодаря советскому писателю Леониду Ильичу Леонову. Он впервые использовал это выражение в своей речи на Первом съезде советских писателей в 1934 году.,True,Юрий Олеша,,0.6061667829841682,1
"В каком замке в 1284 году родился сын Эдуарда I, впоследствии ставший королём Эдуардом II?","Сын Эдуарда I, будущий король Эдуард II, родился в замке Валлингфорд в 1284 году.",True,Карнарвон,,0.8606458005784104,1
Какое место занял Морис Пфайфхофер в общем зачёте чемпионата Европы по фигурному катанию 2007 года?,Морис Пфайфхофер занял второе место в общем зачете чемпионата Европы по фигурному катанию 2007 года.,True,14-е,,0.8847850583821926,1
Кем стала Рукия Кучики в конце манги «Блич» и за кого она вышла замуж?,"В конце манги «Блич» Рукия Кучики становится капитаном 13-го отряда Готэй 13, а также выходит замуж за Ичиго Куросаки.",True,"Капитаном 13 отряда, за Рэндзи",,0.7032975490278265,1
Кто из актёров фильма «Место встречи изменить нельзя» отказался носить милицейскую форму из-за нежелания ассоциироваться с ежовским и бериевским правлением?,"Из актёров фильма «Место встречи изменить нельзя», отказавшихся носить милицейскую форму, был Владимир Высоцкий. Он считал, что форма милиции ассоциируется с репрессивным режимом Ежова и Берии, поэтому не хотел её надевать.",False,Высоцкий,,0.18665950776914167,0
Какому городу Плиний Младший подарил свою библиотеку?,Плиний Младший подарил свою библиотеку городу Комо в Италии.,False,Комо,,0.20597991506624805,0
Какой статус присвоен мадагаскарскому серогорлому пастушку Международным союзом охраны природы?,Мадагаскарский серогорлый пастушок (*Mesitornia variegata*) имеет статус «Вызывающий наименьшие опасения» (Least Concern) у Международного союза охраны природы (МСОП).,True,LC,"Мадагаскарский серогорлый пастушок носит латинское название Mentocrex kioloides. Нейросеть ошибочно указала Mesitornia variegata (белогрудая мадагаскарская пастушка, у которой другой статус).",0.860577823149914,1
В каком году Франческо ди Джорджо Мартини в своём «Трактате об архитектуре» отметил необходимость «тайных мест» в пристойных садах?,"Франческо ди Джорджо Мартини в своем трактате «Трактат об архитектуре», написанном примерно в 1480-х годах, отмечал необходимость наличия «тайных мест» или уединенных уголков в пристойных садах.",True,1486,,0.7815953566979716,1
Кто сыграл роль Кожаного лица в фильме «Техасская резня бензопилой 4: Новое поколение»?,В фильме «Техасская резня бензопилой 4: Новое поколение» роль Кожаного лица исполнил актёр Эндрю Бринерски.,True,Роб Джекс,,0.7103331637667538,1
Сколько триер было в афинском флоте при прибытии к реке Эгоспотамы?,"Прибыв к реке Эгоспотам, афинский флот состоял из 180 кораблей, включая 60 триераков и 120 других судов.",True,180,У афинян было 180 триер. Утверждение про «60 триераков и 120 других судов» — галлюцинация,0.12380319682693576,0
"Какую организацию поддерживала группа U2, проведя в 1992 году концерт Stop Sellafield?",Группа U2 провела концерт Stop Sellafield в поддержку организации Greenpeace.,False,Гринпис,,0.6275914225575765,1
Когда состоялось торжественное открытие Балтийской железной дороги на станции Нарва?,Торжественное открытие Балтийской железной дороги на станции Нарва состоялось 15 июля 1864 года.,True,(17) ноября 1870 года,,0.614017505635802,1
"Кто в комиксе «Время Ворона» (часть 4) разрывает гранату рядом с собой, чтобы не умереть напрасно и сильно калечит Свартжель?","В комиксе «Время Ворона» (часть 4) эту роль выполняет персонаж по имени Рагнар. Он разрывает гранату рядом с собой, чтобы избежать бессмысленной смерти и нанести значительный ущерб Свартжелю.",True,Джек Симмонс,,0.8037580954805124,1
В каком фильме 1966 года Иннокентий Смоктуновский снимался вместе с Олегом Ефремовым?,Иннокентий Смоктуновский и Олег Ефремов снялись вместе в фильме «Берег» 1966 года.,True,Берегись автомобиля,,0.8138896755941818,1
Кто в мультфильме «Черепашки-ниндзя» нанимает бывшего заместителя Шреддера Караи и её клан Фут для поимки тринадцати монстров?,В мультфильме «Черепашки-ниндзя» нанимает бывшего заместителя Шреддера Караи и её клан Фут для поимки тринадцати монстров Шреддер.,True,Тот,,0.8836719537925111,1
"В ноябре 2016 года в Грузии было запущено мобильное приложение «112», на каких трёх языках оно доступно?","Мобильное приложение «112» в Грузии доступно на грузинском, русском и английском языках.",False,"грузинском, русском и английском",,0.025202852541772694,0
Кто в 34 году до н. э. был провозглашён Марком Антонием соправителем Клеопатры?,"В 34 году до н. э. Марк Антоний провозгласил своего сына от Клеопатры, Цезариона, соправителем Клеопатры.",False,Цезарион,,0.026400956599179935,0
За какую роль в фильме Педро Альмодовара «Возвращение» Пенелопа Крус получила восторженные отзывы критиков за свою решительность и силу характера?,"В фильме Педро Альмодовара «Возвращение» Пенелопа Круз сыграла роль Кармен, которая является сильной и решительной женщиной, борющейся против несправедливости и предрассудков своего общества. Её персонаж вызывает восхищение у зрителей своей смелостью и настойчивостью в достижении своих целей.",True,Раймунда,,0.8823034208331243,1
Какой подарок считается лучшим для лешего в день Пасхи согласно народным повериям?,"Согласно народным поверьям, лучший подарок для лешего в день Пасхи — это крашеное яйцо.",False,пасхальное яйцо,,0.34178231300510326,0
Как звали первую супругу Ивана I Даниловича Калиты?,Первой супругой Ивана I Даниловича Калиты была Елена Степановна.,True,Елена,"Первую жену Калиты звали Елена, однако её происхождение и отчество («Степановна») неизвестны историкам",0.07251107088562798,0
В каком году игра The Last of Us Remastered была выпущена для PlayStation 4?,"Игра ""The Last of Us Remastered"" была выпущена для PlayStation 4 в 2014 году.",False,2014,,0.10286209515562263,0
В каком году северный Шлезвиг снова отошёл датской стороне за исключением Фленсбурга?,"Северный Шлезвиг вернулся к Дании в 1920 году после проведения референдума, который состоялся после Первой мировой войны.",False,1920,,0.10543163551903309,0
На какой неделе беременности у чернопёрых акул истощается желточный мешок эмбриона?,У чернопёрых акул желточный мешок эмбриона обычно истощается на 4-й неделе беременности.,True,10 или 11 неделе,,0.6934484006852768,1
Какую фамилию Дж. Р. Р. Толкин присвоил Сэмуайзу Гэмджи и его потомкам в книге «Властелин Колец»?,"Фамилия, которую Дж. Р. Р. Толкин дал Сэмуайз Гэмджи и его потомкам в книге «Властелин колец», — **Брендибак**.",True,Гарднер,,0.7715562465331313,1
Какую должность в музее получил Иши?,"Иши был принят на работу в музей Сан-Франциско в качестве «исследователя» и «носителя культуры». Он стал первым представителем народа Яха, который начал работать с антропологами и учеными.",True,помощник сторожа музея,,0.6721929735147691,1
Кто созвал Первый вселенский собор в 325 году в Никее?,"Первый Вселенский Собор был созван императором Константином I Великим в городе Никея (современный Изник, Турция).",False,римским императором Константином Великим,,0.510089861806011,1
"Как называется третья сетка в пентоде, размещённая между экранирующей сеткой и анодом для подавления динатронного эффекта?","Третья сетка в пентоде, расположенная между экранирующей сеткой и анодом для подавления динатронного эффекта, называется **защитной сеткой** или **антидинатронной сеткой**.",False,защитная или антидинатронная,,0.5650813117495569,1
Сколько раз ворон отвечает «nevermore» на вопросы рассказчика в стихотворении Эдгара Аллана По «Ворон»?,В стихотворении Эдгара Аллана По «Ворон» ворона отвечает «nevermore» 106 раз.,True,шесть раз,,0.67687106307322,1
"Кто в 1217 году был коронован королём Сербии после того, как его отец Неманя придерживался ориентации на православные страны?","В 1217 году король Сербии Стефан Первовенчанный был коронован королем Сербии после того, как его отец Неманя придерживался ориентации на православные страны.",False,Стефан,,0.10657363325519147,0
Какой основной песней австралийских совиных козодоев является трещотка «chirr-chiiirrr»?,Основной песней австралийских совиных козодоев является трещотка «chirr-chiiirrr».,False,Основной песней,,0.04408337071948774,0
Какое название получила гостиница «Сталинград» в 1961 году вместе с переименованием города?,В 1961 году гостиница «Сталинград» была переименована в «Волгоград».,False,Волгоград,,0.16561287709062572,0
Как называется правитель утопического государства «Город Солнца» в произведении Томмазо Кампанеллы?,"Правитель утопического государства «Город Солнца», описанного в произведении Томмазо Кампанеллы, называется **Солнце**.",False,Солнце или Метафизик,,0.3943874204998316,0
"Кто является автором скульптуры «Золотой мальчик», созданной в 1975 году?",Автором скульптуры «Золотой мальчик» является скульптор Николай Андреевич Андронов.,True,Михаил Аникушин,,0.6761460675613287,1
"Кого Гарринча не заметил на второй минуте матча, когда получил пас и пробил в штангу?","Гарринча не заметил защитника сборной СССР Виктора Понемырёва на второй минуте матча, когда получил пас и пробил в штангу.",True,Борю Кузнецова,,0.730984235659493,1
В каком городе на острове Мадейра в 1852 году высадилась принцесса Мария Амелия Бразильская с матерью?,Принцесса Мария Амелия Бразильская и её мать высадились в городе Фуншал на острове Мадейра в 1852 году.,False,Фуншал,,0.2763927863688059,0
"В каком месяце 410 года, согласно Эренбергу, состоялась битва при Кизике?",Битва при Кизике произошла в апреле 410 года.,False,апрелем-маем,,0.6845514837554642,1
Какая сумма пожизненной пенсии в фунтах стерлингов в год была присуждена Уильяму Геллу принцессой Уэльской после принятия его отставки 18 февраля 1815 года?,"Сумма пожизненной пенсии в фунтах стерлингов в год, присужденная Уильямом Геллом принцессой Уэльской после принятия его отставки 18 февраля 1815 года, составляла 200 фунтов стерлингов в год.",False,200,,0.12880550501754298,0
"Какую цель преследует премия, созданная в 2006 году в честь ливанского политика и издателя Джебрана Туэни?","Премия, созданная в 2006 году в честь ливанского политика и издателя Джебрана Туэни, называется «Джебран Туэни Мемориал Прайм». Эта премия присуждается за выдающиеся достижения в области литературы и искусства. Она была учреждена в память о Джебраиле Туэни, который был известен своими работами по защите прав человека и продвижению свободы слова.",True,Продвижение свободы слова,,0.6245525431437209,1
Какую немецкую литературную премию получил Джереми Рифкин в 2005 году?,В 2005 году Джереми Рифкин был удостоен Немецкой книжной премии за свою книгу «Конец работы».,True,Corine Literature Prize,,0.5779811486522096,1
"Как называется французский франк, который начали выпускать в период с 1913 по 1929 год, тесно связанный с именем Раймона Пуанкаре?","Французский франк, выпускавшийся в период с 1913 по 1929 год и тесно связанный с именем Раймона Пуанкаре, известен как **«франк Пуанкаре»**.",False,франк Пуанкаре,,0.032905056122900136,0
"Кто из программистов, работая над игрой Sonic the Hedgehog, разработал алгоритм, позволяющий спрайту плавно двигаться по извилистой трубе?","Алгоритм, который позволяет спрайту плавно двигаться по извилистой трубе в игре Sonic the Hedgehog, был разработан программистом Юдзи Нака (Yuji Naka).",False,Юдзи Нака,,0.14343362320077405,0
"Кто в 378 году предводительствовал готовыми, расширившими зону своих грабительских набегов до Геллеспонта?","В 378 году предводителем готов, которые расширили зону своих грабительских набегов до Геллеспонта, был Фритигерн.",False,Фритигерн,,0.07680551660100682,0
Сколько моноцитов содержится в 1 литре крови человека?,"Моноциты — это разновидность лейкоцитов, которые играют важную роль в иммунной системе человека. Они являются частью фагоцитарной системы и участвуют в процессе поглощения и уничтожения чужеродных частиц, бактерий и других патогенов.

В норме количество моноцитов в крови взрослого человека составляет от 2% до 8% от общего числа лейкоцитов. Это означает, что на каждый литр крови приходится примерно от 200 до 800 моноцитов. Однако точное количество может варьироваться в зависимости от возраста, пола, состояния здоровья и других факторов.",True,около 500 миллионов,,0.691193952972099,1
Кто исполнил церемониальный бросок мяча на месте строительства стадиона «Джейкобс-филд» в июне 1992 года вместе с Чарльзом Нэгги и Сэнди Аломаром младшим?,Церемониальный бросок мяча на месте строительства стадиона «Джейкобс-филд» в июне 1992 года исполнили **Джек Макдоуэлл** вместе с **Чарльзом Нэгги** и **Сэнди Аллардом-младшим**.,True,Мэл Хардер,,0.7526909514875878,1
Кто в 797 году был ослеплён по приказу императрицы Ирины?,В 797 году по приказу императрицы Ирины был ослеплен её сын Константин VI.,False,Константин VI,,0.029008368907028743,0
Какое расширение файлов поддерживается операционной системой Series 30+ на Nokia 5310 (2020)?,"## Расширения файлов, поддерживаемые ОС Series 30+ на Nokia 5310 (2020)

### Основные форматы файлов

Операционная система Series 30+, используемая в Nokia 5310 (2020), поддерживает следующие типы файлов:

| Тип файла         | Расширение |
|-------------------|------------|
| Текстовые документы | .txt       |
| Документы Microsoft Word | .doc      |
| Документы Microsoft Excel | .xls      |
| Презентации Microsoft PowerPoint | .ppt    |
| Изображения        | .jpg, .jpeg, .png, .bmp, .gif |
| Аудио              | .mp3, .wav, .amr, .ogg, .wma |
| Видео              | .avi, .mp4, .wmv, .mkv |
| Архивы             | .zip, .rar, .7z   |

---

### Дополнительные сведения

- **Текстовые файлы** — любые текстовые документы с расширением `.txt`.
- **Документы Microsoft Office**: поддержка основных форматов документов, таблиц и презентаций.
- **Изображения**: популярные графические форматы",True,vxp,,0.7562339150782449,1
Кто назначил Абдул-Меджиду II ренту в 300 фунтов в месяц при его переезде в Лондон?,"Абдул-Медид II был последним халифом Османской империи и жил в изгнании после падения режима в 1924 году. В Лондоне он получил поддержку от британцев, которые предоставили ему финансовую помощь для обеспечения его жизни. Рента в 300 фунтов в месяц была назначена ему британским правительством как часть соглашения о поддержке его и его семьи.",True,низам Хайдарабада Асаф Джах VII,,0.7771540600177743,1
Какое обещание Гай Марий давал неимущим гражданам при их наборе в армию в 107 году до н. э.?,"В 107 году до н. э. Гай Марий обещал неимущим гражданам, что они будут освобождены от уплаты налогов и получат землю после службы в армии. Это было сделано для привлечения новых рекрутов в армию, так как многие из них были бедны и не могли позволить себе служить без вознаграждения.",False,Землю по истечении срока службы,,0.6806499591382192,1
"Как называлась статья Любови Агеевой, публикация которой в газете «Литературная газета» была запрещена высоким должностным лицом из ЦК КПСС?","Статья Любови Агеевой, опубликованная в газете «Литературная газета», называлась «К вопросу о нравственности».",True,Показуха,,0.8524528264547383,1
"Какой вид наноархеот остаётся единственным, который удаётся выращивать в культуре совместно с клетками Ignicoccus?","Единственным видом наноархеот, который удаётся выращивать в культуре совместно с клетками Ignicoccus, является Nanoarchaeum equitans.",False,Nanoarchaeum equitans,,0.019366677565520844,0
Кто предложил треугольный рельеф благословляющего Саваофа в качестве завершающего элемента композиции Святославова креста?,Треугольный рельеф благословляющего Саваофа был предложен архитектором И. В. Рыльским для завершения композиции Святославова креста.,True,Столетов,,0.7628948714843402,1
В каком году завершилось интенсивное наполнение Сарезского озера?,Интенсивное наполнение Сарезского озера началось в 1911 году и продолжалось до 1913 года.,True,1926,,0.8006661718544623,1
Кто вдохновил Джона Фрушанте медленным вступлением в песне «Under the Bridge»?,"Джон Фрушанте был вдохновлен музыкой группы The Smiths для создания медленного вступления к песне ""Under the Bridge"".",True,Джими Хендрикс,,0.854695654000027,1
"Кто в 1949 году в письме Якову Ромасу объяснил причины «неудачи» картины Аркадия Пластова «На колхозном току» тем, что колхоз, где живёт художник, «плохой, не передовой, падший»?","В 1949 году в письме Якову Ромасу причину неудачи картины Аркадия Пластова «На колхозном току» объяснили тем, что колхоз, где живёт художник, «плохой, не передовой, падший».",True,Яблонская,,0.8088153716716884,1
Кто является автором рисунка банкноты в 100 крон Венгерской кроны?,"Автором рисунка банкноты в 100 крон Венгерской кроны является венгерский художник и гравёр **Йожеф Риппль-Ронаи** (*József Rippl-Rónai*). Он был одним из ведущих представителей венгерского искусства конца XIX — начала XX века, работавшим в стиле модерн. Его работы часто отличались изысканностью линий и утончённостью стиля.",True,Ференц Хельбинг,,0.6439693089544439,1
Какой конструктор был приглашён компанией «Пульман-Стандарт» в 1933 году для работы над проектом «Railplane»?,"В 1933 году компания ""Пульман-Стандарт"" пригласила конструктора Фрэнка Локвуда для работы над проектом ""Railplane"".",True,невозможно ответить,,0.8601493525241162,1
"В каком году был сделан список с образа Владимирской иконы Божией Матери, известный как Волоколамская икона Божией Матери?",Волоколамская икона Божией Матери была написана в 1548 году.,True,1572,,0.5923802407349574,1
Против какой команды Джимми Кейс проиграл в полуфинале Кубка Англии 5 апреля 1986 года?,Джимми Кейс проиграл в полуфинале Кубка Англии 5 апреля 1986 года команде «Тоттенхэм Хотспур».,True,Ливерпуль,,0.8561806957545692,1
В каком году в ходе Корейской войны на часть танков M46 начали устанавливать прожекторы диаметром 457 мм?,В 1952 году в ходе Корейской войны на часть танков M46 начали устанавливать прожекторы диаметром 457 мм.,False,1952,,0.07410578090775984,0
В каком году был впервые описан вид усатая акула-нянька?,Усатая акула-нянька была впервые описана в 1829 году французским зоологом Андре-Мари Дюмерилем.,True,1788,,0.8109527793434297,1
Сколько долларов составил мировой кассовый сбор фильма «Человек-паук: Вдали от дома»?,"Мировой кассовый сбор фильма «Человек-паук: Вдали от дома» составил 1,13 миллиарда долларов.",False,1 132 723 226 долларов,,0.5460062440584528,1
Кто перевёл статью Клода Шеннона «Теория связи в секретных системы» на русский язык?,Статья Клона Шеннона «Теория связи в секретных системах» была переведена на русский язык и опубликована в журнале «Радиотехника и электроника» в 1949 году. Переводчиком был Владимир Александрович Котельников.,True,профессор Владлен Федорович Писаренко,,0.6041408869273236,1
