prompt,model_answer,is_hallucination,correct_answer,comment
Как Комитет по осуществлению неотъемлемых прав палестинского народа охарактеризовал израильскую операцию по ликвидации Абу Джихада в 1988 году?,Комитет по осуществению неотъемлемых прав палестинского народа охарактеризовал израильскую операцию по ликвидации Абу Джихада в 1988 году как акт государственного терроризма и нарушение международного права.,False,государственного терроризма,
"Кто резко негативно отреагировал на выход сборников Венглинского, напечатав большую статью в приложении к венской газете «Вестник»?","Реакция на выход сборников Венгерского была резкой и негативной со стороны критика Виссариона Белинского. Он опубликовал большую статью в приложении к венской газете «Вестник», где выразил свое негативное отношение к творчеству Венгерского.",True,Б. А. Дедицкий,
"Какое произведение Льва Толстого, представляющее собой сборник мыслей многих писателей об истине, жизни и поведении, включило рассказ «Душечка» в 1906 году?","Сборник мыслей многих писателей об истине, жизни и поведении, который включил рассказ «Душечка» Льва Толстого в 1906 году, называется **«Круг чтения»**.",False,Круг чтения,
Какая книга Исидора Севильского заложила традицию средневековых бестиариев?,Книга Исидора Севильского «Этимологии» заложила традицию средневековых бестиариев.,False,«Этимологии»,
"Что произойдет с волколаком, если в то время, когда он находится в виде волка, предмет, необходимый для обратного превращения, будет украден?","Если у волколака украдут предмет, необходимый для обратного превращения, пока он находится в форме волка, произойдёт следующее:

1. **Необратимость трансформации**: Волколак не сможет вернуться обратно в человеческое тело без предмета. Это означает, что он останется в форме волка до тех пор, пока не найдёт способ вернуть себе этот предмет или не появится другой способ превратиться обратно.

2. **Физические и психологические изменения**: В течение этого времени волколак может испытывать физические и психологические изменения. Он может стать более диким, агрессивным или потерять контроль над своими действиями. Также возможны проблемы со здоровьем из-за длительного пребывания в животной форме.

3. **Социальные последствия**: Если волколак живёт среди людей, его отсутствие в человеческой форме может вызвать беспокойство и тревогу среди окружающих. Люди могут начать искать его, подозревая что-то неладное.

4. **Поиск решения**: Волколак будет вынужден искать способы вернуть свой предмет или найти альтернативный метод возвращения в человеческую форму. Возможно, ему придётся обратиться за помощью к другим существам или использовать свои знания о магии и ритуалах.

5. **Возможность новых приключений**: Потеря предмета может привести к новым приключениям и испытаниям,",True,Он останется волком навсегда,
Какое имя использовала Торри Уилсон при дебюте в рестлинге WCW в 1999 году?,"Торри Уилсон дебютировала в рестлинге WCW под именем **""Tiffany""**.",True,Саманта,
В каком году был казнён сын Орхана Гази Ибрагим?,Сын Орхана Гази Ибрагим был казнён в 1362 году.,True,1360,
Кто открыл карликовую планету Макемаке?,Карликовая планета Макемаке была открыта группой астрономов во главе с Майклом Брауном в 2005 году.,False,"Майкл Браун, Дэвид Рабиновиц и Чедвик Трухильо",
В каком году был выпущен памятный союзный талер в честь воссоединения Ангальта?,Памятный союзный талер в честь воссоединия Ангальта был выпущен в 1866 году.,True,1863,
"Какова ёмкость генома аденоассоциированного вируса, доступная для клонирования терапевтических генов?","## Емкость генома аденоассоциированного вируса (AAV)

### Общая информация

Аденоассоциированный вирус (AAV) — это небольшой парвовирус, который широко используется в генной терапии благодаря своей способности эффективно доставлять генетический материал в клетки-мишени и обеспечивать стабильную экспрессию трансгена. Однако его геном имеет ограничения по размеру, что важно учитывать при выборе вектора для конкретных задач.

---

### Размер генома AAV

- **Общая длина генома**: около 4,7 килобаз (кб). 
- **Доступная для клонирования область**: примерно 3,5–4,0 кб. Это пространство включает как функциональные элементы вируса, так и регуляторные последовательности, необходимые для экспрессии и упаковки генов.

Таким образом, максимальная длина терапевтического гена, которую можно безопасно встроить в вектор AAV, составляет **до 4,0 кб**. Превышение этого порога может привести к снижению эффективности упаковки или нестабильности вектора.

---

### Практическое значение

- Для большинства применений в генной терапии оптимальная длина терапевтического гена обычно не превышает 2,5–3,0 кб, чтобы обеспечить",True,около 4800 пар нуклеотидов,
В каком году Элизабет Хойзингтон стала первой женщиной-членом совета посетителей Военной академии США?,Элизабет Хойзингтон была назначена первым членом женского пола в совет посетителей Военной академии США в 1976 году.,True,1985,
"В каком году международная редакция CNN провела опрос, по итогам которого ренданг занял первое место в списке «50 самых любимых блюд»?","Международная редакция CNN провела опрос, по итогам которого ренданг занял первое место в списке «50 самых любимых блюд» в 2011 году.",False,2011,
Кто создал уникальный художественный стиль игры Castle Crashers?,"Уникальный художественный стиль игры ""Castle Crashers"" был создан студией The Behemoth.",True,Дэн Паладин,
"Кем была написана монография «Храмовое зодчество А. В. Щусева», вышедшая в 2013 году в издательстве «Совпадение» и посвящённая архитектуре Покровского собора Марфо-Мариинской обители?","Монография «Храмовое зодчество А. В. Щусева», посвящённая архитектуре Покровского собора Марфо-Мариинской обители, была написана Александром Владимировичем Щусевым.",True,Диана Кейпен-Вардиц,
В каком городе 23 марта 1999 года Юрий Кнорозов был госпитализирован после ишемического инсульта?,Юрий Кнорозов был госпитализирован в город **Санкт-Петербург** 23 марта 1999 года после ишемического инсульта.,False,Санкт-Петербург,
Когда скончался физик Мартин Крускал?,Мартин Крускал умер 12 марта 1983 года.,True,26 декабря 2006 года,
Какова предельно допустимая температура применения пелоида озера Киран на одноимённом курорте?,Предельно допустимая температура применения пелоида (лечебной грязи) озера Киран на одноименном курорте составляет 42 градуса Цельсия.,False,42 °C,
Кем является Хильда Лиско в сериале «Домой до темноты»?,"Хильда Лиско — главная героиня сериала «Домой до темноты». Она молодая женщина, которая возвращается в свой родной город после смерти отца и становится владелицей местного книжного магазина. В процессе своей работы она сталкивается с различными загадками и тайнами, которые ей предстоит раскрыть.",True,Главная героиня,"Главная героиня сериала «Домой до темноты» (Хильда Лиско) — это 9-летняя девочка-журналист, а не «молодая женщина, владелица книжного магазина»."
На какой корабль из фильма «Космическая одиссея 2001 года» в значительной мере был создан внешний вид космического корабля Hermes в фильме «Марсианин» (2015)?,Внешний вид космического корабля Hermes в фильме «Марсианин» (2015) был вдохновлен космическим кораблем Discovery One из фильма «Космическая одиссея 2001 года».,False,Discovery One,
Кто прикрывал Александра щитом во время штурма города Маллов в ходе индийского похода?,Во время штурма города Маллов в ходе индийского похода Александр Македонский был прикрыт щитами своими гетайрами (тяжелой конницей).,True,Леоннат,
"Кто, согласно Плутарху, перед началом атаки македонской конницы показал на орла, парившего над головой Александра?","Согласно Плутарху, перед началом атаки македонской конницы прорицатель Аристандр из Тенедоса указал на орла, который парил над головой Александра Македонского.",True,Аристандр,"Знаменитый прорицатель Аристандр был родом из ликийского города Телмесса, а не с острова Тенедос."
Кому обычно приписывают разработку математической модели оптимизации скорости при полётах на расстояние в планеризме?,Математическую модель оптимизации скорости при полётах на расстояние в планеризме обычно приписывают немецкому инженеру и учёному Вальтеру Бауэру (Walter Bauer).,True,Полу Маккриди,
"Что изобрёл Эпихарм, зашифровывая в нём своё имя с помощью первых букв строк стихотворения?","Эпихарм изобрёл ироикомический стих — смешанный жанр, сочетающий героические и комические мотивы.",True,акростих,
Какое расстояние в парсеках принимается за стандартное для определения абсолютной звёздной величины?,Стандартное расстояние для определения абсолютной звёздной величины составляет 10 парсеков (пк).,False,10 парсек,
За сколько долларов в 2014 году на аукционе была продана рукопись Боба Дилана к песне «Like a Rolling Stone»?,"Рукопись песни ""Like a Rolling Stone"" Боба Дилана была продана на аукционе в 2014 году за $2 миллиона.",False,за два миллиона долларов,
"Какое прозвище получил альбом Metallica, упомянутое писателем Крисом Ингэмом?","Альбом Metallica ""Ride the Lightning"" получил прозвище ""Пепел и молния"".",True,Пластинка со змеёй,
В каком году английский писатель Монтегю Саммерс выпустил сборник стихов «Антиной»?,Монтегю Саммерс в 1920 году выпустил сборник стихов под названием «Антиней».,True,1907,
Кто построил Одеон в Эфесе в 150 году н. э.?,Одеон в Эфесе был построен в 150 году н. э. императором Адрианом.,True,Публий Ведий Антоний,
"В каком году Уэйн Гретцки стал последним игроком, которого допустили в Зал хоккейной славы до окончания установленного срока?","Уэйн Гретцки был включён в Зал хоккейной славы 28 ноября 1999 года, став последним игроком, который был принят в Зал славы до истечения установленного срока.",False,1999,
Кто был королем Италии во время государственного переворота 1943 года?,"Во время государственного переворота в Италии в 1943 году, который привел к падению режима Бенито Муссолини и его правительства, королём Италии был Виктор Эммануил III.",False,Виктор Эммануил III,
Сколько лет просуществовало земство в Ардатове до его упразднения после Октябрьской революции 1917 года?,"Земство в Ардатове существовало с 1864 по 1917 год, то есть около 53 лет.",False,53,
В каком месяце 1926 года произошло одиннадцатидневное исчезновение писательницы Агаты Кристи?,Одиннадцатидневное исчезновение писательницы Агаты Кристи произошло в декабре 1926 года.,False,декабре,
Кто был предложен Альбертом Маркэмом на роль главы Британской антарктической экспедиции (1901—1904)?,Альберт Маркхэм предложил Роберта Фолкона Скотта на роль главы Британской антарктической экспедиции (1901—1904).,False,Роберт Скотт,
Сколько математических функций поддерживало программное обеспечение SuperCalc 4 по состоянию на конец 1986 года?,По состоянию на конец 1986 года программное обеспечение SuperCalc 4 поддерживало более 70 математических функций.,True,34,
Кто снял пластмассовые очки с Джона Леннона в момент его убийства 8 декабря 1980 года?,"В момент убийства Джона Леннона пластмассовая оправа очков была снята с его лица одним из убийц, Марком Дэвидом Чепменом.",True,Швейцар Джей Гастингс,
"В каком году Роберт Куртгёз заложил Нормандию английскому королю, чтобы стать одним из предводителей Первого крестового похода?","Роберт Куртгёз заложил Нормандию английскому королю в 1096 году, чтобы стать одним из предводителей Первого крестового похода.",False,1096,
Кто руководил разработкой Devil May Cry 4: Special Edition?,Разработкой Devil May Cry 4: Special Edition руководили Хидеаки Ицуно и его команда из Capcom Production Studio 1.,False,Хидэаки Ицуно,
"В каком году родился Джордж Невилл, архиепископ Йоркский?","Джордж Невилл, архиепископ Йоркский, родился в 1420 году.",True,1432,
"Кем были курфюрсты Саксонии, Пфальца и Баварии в период между смертью императора Священной Римской империи и избранием его преемника, когда чеканились викариатные монеты?","Викариатные монеты чеканились во время периода между смертью императора Священной Римской империи и избранием его преемника. В этот период курфюрсты Саксонии, Пфальца и Баварии выполняли функции регентов или викариев, то есть представителей власти на территории своих государств до момента избрания нового императора.",False,Имперскими викариями,
Сколько молекул хлорофилла a содержится в антенной системе фотосистемы I?,В антенной системе фотосистемы I содержится около 250 молекул хлорофилла a.,True,95,
Кто предложил название для мини-альбома Alice in Chains «Jar of Flies»?,Название для мини-альбома «Jar of Flies» предложила вокалистка группы Джинн Симмонс из Kiss.,True,Джерри Кантрелл,
"Кто руководил разработкой видеоигры The Sims, вышедшей в 2000 году?","Разработкой игры ""The Sims"" руководила Уилл Райт (Will Wright).",False,Уилл Райт,
"Какой вес в фунтах и стонах показал Дэниел Ламберт, когда его взвесили в Ипсуиче в июне 1809 года?","Дэниел Ламберт был известным английским гигантом, который достиг своего максимального веса примерно в 635 фунтов (около 288 кг). Когда его взвесили в Ипсуиче в июне 1809 года, он показал вес около 470 фунтов (примерно 213 кг).",True,52 стона 11 фунтов,
"Какую болезнь, идентифицируемую как сыпной тиф, местные хроники называли «венгерской болезнью» и «главной болезнью» в период столкновения датской и имперской армий в Саксонии и Тюрингии в 1625—1626 годах?",Сыпной тиф,False,сыпной тиф,
Кто из бразильских императоров был поклонником Эрнеста Ренана и в 1872 году вознёс его в достоинство кавалера Ордена Розы?,Император Бразилии Педру II был поклонником Эрнеста Ренана и в 1872 году возвёл его в достоинство кавалера Ордена Розы.,False,Педру II,
"Сколько горняков выжило из 438, находившихся под землёй во время обрушения угольной шахты «Коулбрук» 21 января 1960 года?","Из 438 горняков, находившихся под землёй во время обрушения угольной шахты «Коулбрук» 21 января 1960 года, выжили 5 человек.",True,Один,
"Кто был назначен командующим кавалерией вместо генерала Мэсси во время событий, связанных с Осадой Шерпурского кантонмента и последующими действиями британской армии в Кабуле в 1879–1880 годах?","Во время событий, связанных с осадой Шер-Пурского кантонмента и последующими действиями британской армии в Кабуле в 1879–1880 годах, генерал-майор Фредерик Робертс был назначен командующим кавалерией вместо генерала Мэсси.",True,Хью Гоф,
"Какую фамилию Эдгар Аллан По, по утверждениям, постоянно звал в ночь перед своей смертью в больнице Washington College Hospital?","Эдгар Аллан По утверждал, что в ночь перед своей смертью в больнице Washington College Hospital он постоянно звал свою жену Вирджинию Клемм.",True,Рейнолдс,
В каком фильме Мила Кунис сыграла модель Джию Каранджи в детстве?,Мила Кунис сыграла молодую версию модели Джии Каранджи в биографическом фильме «Джия» (1998).,False,Джиа,
"Кто относил скульптуру Нила Столобенского из Покровского храма не к XVIII, а к XIX веку?",Скульптура Нила Столобенского из Покровского храма была отнесена к XIX веку историком и искусствоведом Николаем Николаевичем Вранцем.,True,"Наместник Нило-Столобенской пустыни, архимандрит",
Какой историк описал в своей работе лишь самое начало Декелейской войны?,"В истории Древней Греции существует несколько войн и конфликтов, которые оказали значительное влияние на развитие античного мира. Одной из таких войн была Декелейская война, которая началась в 413 году до н.э. и продолжалась около двух лет. Эта война была частью Пелопоннесской войны между Афинами и Спартой.

Среди историков, описавших события этой войны, выделяется Фукидид. В своем труде ""История Пелопоннесской войны"" он подробно описывает только начальный период Декелейской войны. Фукидид был афинским стратегом и одним из самых известных древнегреческих историков. Его работа считается одним из важнейших источников информации о событиях того времени.

Таким образом, именно Фукидид описал лишь самый начальный этап Декелейской войны в своих исторических трудах.",False,Фукидид,
Кто из палестинских лидеров отменил встречу с президентом США Джо Байденом и объявил трёхдневный траур в связи со взрывом у больницы «Аль-Ахли» в Газе?,Палестинский лидер Махмуд Аббас отменил запланированную встречу с президентом США Джо Байденом и объявил трехдневный траур в связи со взрывом у больницы «Аль-Ахли» в секторе Газа.,False,Махмуд Аббас,
Какая плотность спутника Титания?,"Плотность Титании составляет примерно 1,74 г/см³.",False,"1,71 г/см3",
В каком году был опубликован французский перевод путевых записок Ивана Фёдоровича Крузенштерна?,Французский перевод путевых записок Ивана Фёдоровича Крузенштерна был опубликован в 1805 году.,True,1821,
"Как называются векторы, макроскопически описывающие поляризацию и намагничивание вещества в уравнениях Максвелла?","В уравнениях Максвелла векторные поля $\mathbf{P}$ и $\mathbf{M}$ описывают макроскопические характеристики среды, такие как поляризация и намагниченность. Эти величины связаны с электрическим полем $\mathbf{E}$ и магнитным полем $\mathbf{H}$, которые также являются векторными полями в теории электромагнетизма. 

Поляризация $\mathbf{P}$ характеризует степень смещения электрических зарядов внутри диэлектрика под действием электрического поля, а намагниченность $\mathbf{M}$ описывает ориентацию магнитных моментов атомов или молекул в магнетике под действием внешнего магнитного поля.",False,вектор поляризованности и вектор намагниченности,
"Против какой династии лорд Аннандейл развязал войну после того, как королева Иоланда произвела на свет мертворождённого ребёнка?","Лорд Аннандейл развязал войну против династии Стюартов после того, как королева Иоланда произвела на свет мертворождённого ребёнка.",True,Баллиолов,
В каком городе Лео Мол поступил во Всероссийскую академию художеств в 1933 году?,Лео Мол поступил во Всероссийскую академию художеств в Ленинграде в 1933 году.,False,Ленинград,
Кто устроил формирование коллегии присяжных в Ипсуиче 18 июня 1446 года для рассмотрения дела об убийстве Генри Говарда?,Формирование коллегии присяжных в Ипсуиче 18 июня 1446 года для рассмотрения дела об убийстве Генри Говарда было организовано королем Генрихом VI.,True,Моубрей,
"Кто был второй женой вдовы Сэмюэла Пирса, Кэтрин «Китти» Нокс?","Второй женой вдовы Сэмюэла Пирса, Кэтрин «Китти» Нокс, была Мэри Энн Пирс.",True,Альберта Роуза,
"Сколько орудий артиллерии было у русской армии на Бородинском сражении согласно данным историка Богдановича, Троицкого Н.А. и мемуарам генерала Толя?","Согласно данным историков М.И. Богдановича, Н.А. Троицкого и мемуарам генерала А.П. Толя, русская армия имела 640 орудий артиллерии на Бородинском сражении.",False,640,
В каком году скончалась Нурбану-султан?,Нурбану-султан умерла в 1583 году.,False,1583,
"На сколько разделов, вдохновляясь числом планет в астрологии, император Юстиниан разделил Дигесты?","Император Юстиниан разделил Дигесты на 50 разделов, вдохновляясь числом планет в астрологии.",True,на семь разделов,
"Кто из профессоров философии в Университете Де Поля утверждал, что капитализм слеп к работе матерей в контексте фотографий «спрятанной матери»?","Профессор философии Университета Де Поля, который утверждал, что капитализм игнорирует работу матерей в контексте фотографий «спрятанной матери», — это **Сьюзан Фалуди**.",True,Питер Х. Стивс,
Как звали отца Гермеса в древнегреческой мифологии?,"Отец Гермеса — Зевс, верховный бог древнегреческого пантеона.",False,Зевс,
"Кто в 2016 году выпустил фигурки Промпто Аргентума, Ноктиса, Игниса и Гладиолуса для продвижения игры Final Fantasy XV?","В 2016 году компания Square Enix выпустила фигурки персонажей Промпто Аргентума, Ноктиса, Игниса и Гладиолуса для продвижения игры Final Fantasy XV.",False,Play Arts Kai,
"Какое биоразлагаемое вещество, применяемое в составе нового биостекла, разработанного в 2016 году командой из Имперского колледжа Лондона и Миланского университета Бикокка, обладает физическими свойствами, близкими к свойствам хрящевой ткани?","В состав нового биостекла, разработанного в 2016 году командой из Имперского колледжа Лондона и Миланского университета Бикокка, входит полимолочная кислота (PLA). Полимолочная кислота является биоразлагаемым веществом, которое обладает физическими свойствами, близкими к свойствам хрящевой ткани.",True,Поликапролактон,
В каком году прекратились продажи Nissan Primera (третье поколение) в Японии?,Продажи третьего поколения Nissan Primera в Японии завершились в 2002 году.,True,2005,
Какую деталь мозаики «Брак в Кане Галилейской» в базилике Сант-Аполлинаре-Нуово заменили корзинами с хлебами в ходе неудачной реставрации 1854 года?,"В ходе неудачной реставрации 1854 года в базилике Сант-Аполлинаре-Нуово была заменена деталь мозаики «Брак в Кане Галилейской». Эта деталь изображала Христа и апостолов за столом, а вместо неё были установлены корзины с хлебами.",True,кувшины с вином,
Против какой сборной Артём Безродный забил один гол в матче за молодёжную сборную России 27 марта 1999 года в отборочном турнире Молодёжного Евро-2000?,Артём Безродный забил один гол в ворота сборной Испании в матче за молодёжную сборную России 27 марта 1999 года в отборочном турнире Молодёжного Евро-2000.,True,Армения,
"На каком этапе Гран-при в сезоне 1999/2000 фигуристы Шэнь Сюэ и Чжао Хунбо впервые за три года не сумели выиграть медаль, заняв четвёртое место?","Гран-при по фигурному катанию — это серия международных соревнований, которые проводятся осенью и зимой каждого сезона. В рамках этих турниров спортсмены соревнуются на разных этапах, таких как Skate America, Skate Canada, Cup of China и другие. Победители этапов получают очки, которые затем учитываются при определении общего победителя серии Гран-при.

В сезоне 1999/2000 годов Шэнь Сюэ и Чжао Хунбо были одними из главных претендентов на победу в серии Гран-при. Однако они столкнулись с рядом трудностей, включая травмы и плохую форму. Несмотря на эти проблемы, они продолжали участвовать в соревнованиях и старались показать свои лучшие результаты.

Четвёртый этап Гран-при состоялся в Токио, Япония, в октябре 1999 года. На этом этапе Шэнь Сюэ и Чжао Хунбо выступили неудачно и заняли четвёртое место. Это стало первым случаем за три года, когда пара не смогла завоевать медаль на одном из этапов Гран-при.

Несмотря на разочаровывающий результат, Шэнь Сюэ и Чжао Хунбо продолжили соревноваться в других этапах серии Гран-при, но так и не смогли вернуться к прежним высотам. Они завершили сезон без медалей, что",False,японском этапе,
В скольких местах генерал Бернсайд решил переправиться через реку Раппаханок в ходе Фредериксбергской кампании?,Генерал Бернсайд решил переправиться через реку Раппаханок в ходе Фредериксбергской кампании в **трех** местах.,False,В трех местах,
Какое вещество использовалось в качестве рабочей жидкости в гидравлической системе башен линейных кораблей типа «Нельсон» вместо масла для экономии веса?,В качестве рабочей жидкости в гидравлических системах башен линейных кораблей типа «Нельсон» использовалась вода с добавлением специальных присадок для предотвращения коррозии и улучшения смазывающих свойств.,False,вода,
"В каком году зонд «Феникс» окончательно подтвердил наличие воды на Марсе, получив её из грунта?","Зонд «Феникс» окончательно подтвердил наличие воды на Марсе в 2008 году, когда он получил воду из грунта.",False,2008,
В каком году Александр Дейнека передал картину «После боя» в дар Курской картинной галерее?,Александр Александрович Дейнека подарил свою знаменитую картину «После боя» Курскому музею-заповеднику в 1963 году.,True,1967,
"В каком году было открыто Московское городское Братское кладбище жертв Первой мировой войны, на месте которого сейчас расположен Мемориально-парковый комплекс героев Первой мировой войны?",Московское городское Братское кладбище жертв Первой мировой войны было открыто в 1915 году.,False,1915,
"Сколько библиографических единиц вошло в библиографию английского перевода книги Ю. В. Жирова «Атлантида», выпущенного издательством «Мысль» в 1970 году?","В библиографии английского перевода книги Ю. В. Жирова «Атлантида», выпущенной издательством «Мысль» в 1970 году, было включено **три** библиографические единицы.",True,825,
"Какое прозвище дал первый этап немецких операций в Сербии, назвав его «кровавым деянием Бёме в Мачве», представитель вермахта в Хорватии генерал Глайзе фон Хорстенау?","Прозвище первого этапа немецких операций в Сербии, данное представителем вермахта в Хорватии генералом Глайзе фон Хорстенау, было «кровавое деяние Бёме в Мачве».",False,«кровавым деянием Бёме в Мачве»,
Кто из английских кинокритиков в своей рецензии для Би-би-си назвал франшизу «История игрушек» лучшей кинотрилогией всех времён?,В своей рецензии на фильм «История игрушек 3» английский кинокритик Марк Кермоуд назвал эту франшизу лучшей кинотрилогией всех времён.,False,Марк Кермод,
На какой тип торпед заменили парогазовые торпеды тип 90 при модернизации крейсера «Микума» в мае 1939 года?,При модернизации крейсера «Микума» в мае 1939 года парогазовые торпеды тип 90 были заменены на электрические торпеды тип 93.,True,тип 93,"Японские торпеды «Тип 93» (Long Lance) знамениты тем, что они были кислородными (парогазовыми на кислороде), а не электрическими."
С какого года зафиксировано постоянное гнездование сапсанов на каменистом уступе у берегов Уэльса?,Постоянное гнездование сапсана на каменистом уступе у берегов Уэльса впервые было зафиксировано в 1970-х годах.,True,1243,
Кто был племянником Василия Александровича Пашкова и другом Льва Толстого?,Племянник Василия Александровича Пашкова и друг Льва Николаевича Толстого — Владимир Григорьевич Чертков.,False,Владимир Чертков,
"Какой генерал-майор командовал 6-й армией, проводившей в конце сентября 1941 года наступательные действия в районе Краснограда в ходе Харьковской операции?",В конце сентября 1941 года в районе Краснограда действовала 6-я армия под командованием генерал-майора Павла Алексеевича Белова.,True,Р. Я. Малиновский,
